Element Code,System,Table,Element,System Type ,Level ,HIV,Program Area,Goal ,Potential Overlap (HIV),Goal1,Goal2,Goal3,Array
5064,HMIS,DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 0 4 MALE,Electronic,District,Y,HTC,24,Y,2,4,,"[2,4]"
5065,HMIS,DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 15 24 FEMALE,Electronic,District,Y,HTC,24,Y,2,4,,"[2,4]"
5066,HMIS,DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 15 24 MALE,Electronic,District,Y,HTC,24,Y,2,4,,"[2,4]"
5067,HMIS,DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 25 34 FEMALE,Electronic,District,Y,HTC,24,Y,2,4,,"[2,4]"
5068,HMIS,DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 25 34 MALE,Electronic,District,Y,HTC,24,Y,2,4,,"[2,4]"
5069,HMIS,DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 35 44 FEMALE,Electronic,District,Y,HTC,24,Y,2,4,,"[2,4]"
5070,HMIS,DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 35 44 MALE,Electronic,District,Y,HTC,24,Y,2,4,,"[2,4]"
5071,HMIS,DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 45 54 FEMALE,Electronic,District,Y,HTC,24,Y,2,4,,"[2,4]"
5072,HMIS,DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 45 54 MALE,Electronic,District,Y,HTC,24,Y,2,4,,"[2,4]"
5073,HMIS,DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 455 4 MALE,Electronic,District,Y,HTC,24,Y,2,4,,"[2,4]"
5074,HMIS,DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 5 14 FEMALE,Electronic,District,Y,HTC,24,Y,2,4,,"[2,4]"
5075,HMIS,DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 5 14 MALE,Electronic,District,Y,HTC,24,Y,2,4,,"[2,4]"
5076,HMIS,DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 55 64 FEMALE,Electronic,District,Y,HTC,24,Y,2,4,,"[2,4]"
5077,HMIS,DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 55 64 MALE,Electronic,District,Y,HTC,24,Y,2,4,,"[2,4]"
5078,HMIS,DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 65+> FEMALE,Electronic,District,Y,HTC,24,Y,2,4,,"[2,4]"
5079,HMIS,DHIS,TBHIVC TOTAL TESTED POSITIVE AGE 65+> MALE,Electronic,District,Y,HTC,24,Y,2,4,,"[2,4]"
5080,HMIS,DHIS,TBTO EPTB DEFAULT FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5081,HMIS,DHIS,TBTO EPTB DEFAULT MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5082,HMIS,DHIS,TBTO EPTB DIED FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5083,HMIS,DHIS,TBTO EPTB DIED MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5084,HMIS,DHIS,TBTO EPTB NO EVAL FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5085,HMIS,DHIS,TBTO EPTB NO EVAL MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5086,HMIS,DHIS,TBTO EPTB NO NOTIF FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5087,HMIS,DHIS,TBTO EPTB NO NOTIF MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5088,HMIS,DHIS,TBTO EPTB RX COMPX FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5089,HMIS,DHIS,TBTO EPTB RX COMPX MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5090,HMIS,DHIS,TBTO EPTB T O FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5091,HMIS,DHIS,TBTO EPTB T O MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5092,HMIS,DHIS,TBTO OTHER DEFAULT FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5093,HMIS,DHIS,TBTO OTHER DEFAULT MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5094,HMIS,DHIS,TBTO OTHER DIED FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5095,HMIS,DHIS,TBTO OTHER DIED MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5096,HMIS,DHIS,TBTO OTHER NO EVAL FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5097,HMIS,DHIS,TBTO OTHER NO EVAL MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5098,HMIS,DHIS,TBTO OTHER NO NOTIF FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5099,HMIS,DHIS,TBTO OTHER NO NOTIF MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5100,HMIS,DHIS,TBTO OTHER RX COMPX FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5101,HMIS,DHIS,TBTO OTHER RX COMPX MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5102,HMIS,DHIS,TBTO OTHER T O FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5103,HMIS,DHIS,TBTO OTHER T OT MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5104,HMIS,DHIS,TBTO RELAPSE CURED FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5105,HMIS,DHIS,TBTO RELAPSE CURED MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5106,HMIS,DHIS,TBTO RELAPSE DEFAULT FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5107,HMIS,DHIS,TBTO RELAPSE DEFAULT MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5108,HMIS,DHIS,TBTO RELAPSE DIED FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5109,HMIS,DHIS,TBTO RELAPSE DIED MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5110,HMIS,DHIS,TBTO RELAPSE FAILURE FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5111,HMIS,DHIS,TBTO RELAPSE FAILURE MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5112,HMIS,DHIS,TBTO RELAPSE NO EVAL FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5113,HMIS,DHIS,TBTO RELAPSE NO EVAL MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5114,HMIS,DHIS,TBTO RELAPSE NO NOTIF FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5115,HMIS,DHIS,TBTO RELAPSE NO NOTIF MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5116,HMIS,DHIS,TBTO RELAPSE RX COMPX FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5117,HMIS,DHIS,TBTO RELAPSE RX COMPX MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5118,HMIS,DHIS,TBTO RELAPSE T O FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5119,HMIS,DHIS,TBTO RELAPSE T O MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5120,HMIS,DHIS,TBTO RX AD CURED FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5121,HMIS,DHIS,TBTO RX AD CURED MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5122,HMIS,DHIS,TBTO RX AD DEFAULT FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5123,HMIS,DHIS,TBTO RX AD DEFAULT MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5124,HMIS,DHIS,TBTO RX AD DIED FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5125,HMIS,DHIS,TBTO RX AD DIED MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5126,HMIS,DHIS,TBTO RX AD FAILURE FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5127,HMIS,DHIS,TBTO RX AD FAILURE MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5128,HMIS,DHIS,TBTO RX AD NO NOTIF FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5129,HMIS,DHIS,TBTO RX AD NO NOTIF MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5130,HMIS,DHIS,TBTO RX AD NOEVAL FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5131,HMIS,DHIS,TBTO RX AD NOEVAL MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5132,HMIS,DHIS,TBTO RX AD RX COMPX FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5133,HMIS,DHIS,TBTO RX AD RX COMPX MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5134,HMIS,DHIS,TBTO RX AD T O FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5135,HMIS,DHIS,TBTO RX AD T O MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5136,HMIS,DHIS,TBTO RX AF CURED FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5137,HMIS,DHIS,TBTO RX AF CURED MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5138,HMIS,DHIS,TBTO RX AF DEFAULT FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5139,HMIS,DHIS,TBTO RX AF DEFAULT MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5140,HMIS,DHIS,TBTO RX AF DIED FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5141,HMIS,DHIS,TBTO RX AF DIED MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5142,HMIS,DHIS,TBTO RX AF FAILURE FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5143,HMIS,DHIS,TBTO RX AF FAILURE MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5144,HMIS,DHIS,TBTO RX AF NO EVAL FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5145,HMIS,DHIS,TBTO RX AF NO EVAL MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5146,HMIS,DHIS,TBTO RX AF NO NOTIF FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5147,HMIS,DHIS,TBTO RX AF NO NOTIF MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5148,HMIS,DHIS,TBTO RX AF RX COMPX FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5149,HMIS,DHIS,TBTO RX AF RX COMPX MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5150,HMIS,DHIS,TBTO RX AF T O FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5151,HMIS,DHIS,TBTO RX AF T O MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5152,HMIS,DHIS,TBTO SM VE DEFAULT FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5153,HMIS,DHIS,TBTO SM VE DIED FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5154,HMIS,DHIS,TBTO SM VE DIED MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5155,HMIS,DHIS,TBTO SM VE DIEFAULT MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5156,HMIS,DHIS,TBTO SM VE NO EVAL FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5157,HMIS,DHIS,TBTO SM VE NO EVAL MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5158,HMIS,DHIS,TBTO SM VE NO NOTIF FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5159,HMIS,DHIS,TBTO SM VE NO NOTIF MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5160,HMIS,DHIS,TBTO SM VE RX COMPX FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5161,HMIS,DHIS,TBTO SM VE RX COMPX MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5162,HMIS,DHIS,TBTO SM VE T O FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5163,HMIS,DHIS,TBTO SM VE T O MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5164,HMIS,DHIS,TBTO SM+VE CURED FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5165,HMIS,DHIS,TBTO SM+VE CURED MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5166,HMIS,DHIS,TBTO SM+VE DEFAULT FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5167,HMIS,DHIS,TBTO SM+VE DEFAULT MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5168,HMIS,DHIS,TBTO SM+VE DIED FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5169,HMIS,DHIS,TBTO SM+VE DIED MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5170,HMIS,DHIS,TBTO SM+VE FAILURE FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5171,HMIS,DHIS,TBTO SM+VE FAILURE MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5172,HMIS,DHIS,TBTO SM+VE NO EVAL FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5173,HMIS,DHIS,TBTO SM+VE NO EVAL MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5174,HMIS,DHIS,TBTO SM+VE NO NOTIF FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5175,HMIS,DHIS,TBTO SM+VE NONOTIF MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5176,HMIS,DHIS,TBTO SM+VE RXCOMPX FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5177,HMIS,DHIS,TBTO SM+VE RXCOMPX MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5178,HMIS,DHIS,TBTO SM+VE T O FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5179,HMIS,DHIS,TBTO SM+VE T O MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5180,HMIS,DHIS,TBUA CONTRIBUTION TO CASE FIND FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5181,HMIS,DHIS,TBUA CONTRIBUTION TO CASE FIND MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5182,HMIS,DHIS,TBUA NUMBER OF CHILDREN 5 YEARS AND BELOW STARTED ON IPT FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5183,HMIS,DHIS,TBUA NUMBER OF CHILDREN 5 YEARS AND BELOW STARTED ON IPT MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5184,HMIS,DHIS,TBUA NUMBER OF CONTACTS 5 YEARS AND BELOW DIAGNOSED WITH TB FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5185,HMIS,DHIS,TBUA NUMBER OF CONTACTS 5 YEARS AND BELOW DIAGNOSED WITH TB MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5186,HMIS,DHIS,TBUA NUMBER OF CONTACTS ABOVE 5 YEARS DIAGNOSED WITH TB FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5187,HMIS,DHIS,TBUA NUMBER OF CONTACTS ABOVE 5 YEARS DIAGNOSED WITH TB MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5188,HMIS,DHIS,TBUA NUMBER OF CONTACTS AGED 5 YEARS AND BELOW FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5189,HMIS,DHIS,TBUA NUMBER OF CONTACTS AGED 5 YEARS AND BELOW MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5190,HMIS,DHIS,TBUA NUMBER OF CONTACTS AGED MORE THAN 5 YEARS FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5191,HMIS,DHIS,TBUA NUMBER OF CONTACTS AGED MORE THAN 5 YEARS MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5192,HMIS,DHIS,TBUA NUMBER OF CONTACTS DIAGNOSED WITH TB FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5193,HMIS,DHIS,TBUA NUMBER OF CONTACTS DIAGNOSED WITH TB MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5194,HMIS,DHIS,TBUA NUMBER OF CONTACTS SCREENED FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5195,HMIS,DHIS,TBUA NUMBER OF CONTACTS SCREENED MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5196,HMIS,DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED FROM PPM DOTS FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5197,HMIS,DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED FROM PPM DOTS MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5198,HMIS,DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED FROM WALK IN FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5199,HMIS,DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED FROM WALK IN MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5200,HMIS,DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED IN PRISONS FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5201,HMIS,DHIS,TBUA NUMBER OF EXTRA PULMONARY TB DIAGNOSED IN PRISONS MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5202,HMIS,DHIS,TBUA NUMBER OF INDEX CASES  ALL PULMONARY TB CASES  MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5203,HMIS,DHIS,TBUA NUMBER OF INDEX CASES  ALL PULMONARY TB CASES FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5204,HMIS,DHIS,TBUA NUMBER OF PRIVATE PRACTIONERS INVOLVED IN TB CONTROL ACTIVITIES,Electronic,District,Y,ART,47,Y,4,7,,"[4,7]"
5205,HMIS,DHIS,TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED FROM PPM DOTS MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5206,HMIS,DHIS,TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED FROM WALK IN FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5207,HMIS,DHIS,TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED FROM WALK IN MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5208,HMIS,DHIS,TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED IN PRISONS FEMALE,Electronic,District,Y,ART,4,N,4,,,[4]
5209,HMIS,DHIS,TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED IN PRISONS MALE,Electronic,District,Y,ART,4,N,4,,,[4]
5210,HMIS,DHIS,TBUA NUMBER OF SMEAR POSITIVE DIAGNOSED FROM WALK IN FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5211,HMIS,DHIS,TBUA NUMBER OF SMEAR POSITIVE DIAGNOSED FROM WALK IN MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5212,HMIS,DHIS,TBUA NUMBER OF SMEAR POSITIVE TB CASES DIAGNOSED FROM PPM DOTS FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5213,HMIS,DHIS,TBUA NUMBER OF SMEAR POSITIVE TB CASES DIAGNOSED FROM PPM DOTS MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5214,HMIS,DHIS,TBUA NUMBER OF SMEAR POSITIVE TB DIAGNOSED IN PRISONS FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5215,HMIS,DHIS,TBUA NUMBER OF SMEAR POSITIVE TB DIAGNOSED IN PRISONS MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5216,HMIS,DHIS,TBUA NUMBER OF TB OTHERS DIAGNOSED FROM PPM DOTS FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5217,HMIS,DHIS,TBUA NUMBER OF TB OTHERS DIAGNOSED FROM PPM DOTS MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5218,HMIS,DHIS,TBUA NUMBER OF TB SUSPECTS TESTED FOR HIV FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5219,HMIS,DHIS,TBUA NUMBER OF TB SUSPECTS TESTED FOR HIV MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5220,HMIS,DHIS,TBUA NUMBER OF TB SUSPECTS WHO TESTED HIV POSITIVE FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5221,HMIS,DHIS,TBUA NUMBER OF TB SUSPECTS WHO TESTED HIV POSITIVE MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5222,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF,Electronic,District,Y,ART,4,Y,4,,,[4]
5223,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF HEALTH,Electronic,District,Y,ART,4,Y,4,,,[4]
5224,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR NEGATIVE CASES DIAGNOSED BY SCPS FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5225,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR NEGATIVE CASES DIAGNOSED BY SCPS MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5226,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR POSITIVE CASES DIAGNOSED BY SCPS FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5227,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR POSITIVE CASES DIAGNOSED BY SCPS MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5228,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR POSITIVE CASES IN THE DISTRICT ZONE FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5229,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SMEAR POSITIVE CASES IN THE DISTRICT ZONE MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5230,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF SPUTUM,Electronic,District,Y,ART,4,Y,4,,,[4]
5231,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF TB SUSPECTED SCREENED FROM SCPS FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5232,HMIS,DHIS,TBUA SPUTUM COLLECTION POINTS TOTAL NO OF TB SUSPECTED SCREENED FROM SCPS MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5233,HMIS,DHIS,TBUA TBUA NUMBER OF SMEAR NEGATIVE TB DIAGNOSED FROM PPM DOTS FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5234,HMIS,DHIS,TBUA TOTAL NO OF COUGH SUSPECTS DIAGNOSED EXTRA PULMONARY TB FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5235,HMIS,DHIS,TBUA TOTAL NO OF COUGH SUSPECTS DIAGNOSED EXTRA PULMONARY TB MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5236,HMIS,DHIS,TBUA TOTAL NUMBER OF INMATES SCREENED IN PRISONS FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5237,HMIS,DHIS,TBUA TOTAL NUMBER OF INMATES SCREENED IN PRISONS MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5238,HMIS,DHIS,TBUA TOTAL NUMBER OF PRIVATE PRACTIONERS IN THE DISTRICT ZONE MALE,Electronic,District,Y,ART,7,N,7,,,[7]
5239,HMIS,DHIS,TBUA TOTAL NUMBER OF PRIVATE PRACTITIONERS IN THE DISTRICT ZONE FEMALE,Electronic,District,Y,ART,7,N,7,,,[7]
5240,HMIS,DHIS,TBUA TOTAL NUMBER OF TB SUSPECTS IDENTIFIED FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5241,HMIS,DHIS,TBUA TOTAL NUMBER OF TB SUSPECTS IDENTIFIED IN PRISONS FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5242,HMIS,DHIS,TBUA TOTAL NUMBER OF TB SUSPECTS IDENTIFIED IN PRISONS MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5243,HMIS,DHIS,TBUA TOTAL NUMBER OF TB SUSPECTS IDENTIFIED MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5244,HMIS,DHIS,TBUA WALK IN TOTAL NUMBER OF TB SUSPECTS RECORDED FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5245,HMIS,DHIS,TBUA WALK IN TOTAL NUMBER OF TB SUSPECTS RECORDED MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5246,HMIS,DHIS,TO RELASPE CURED FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5247,HMIS,DHIS,TO RELASPE CURED MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5248,HMIS,DHIS,TO RELASPE DEFAULT FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5249,HMIS,DHIS,TO RELASPE DEFAULT MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5250,HMIS,DHIS,TO RELASPE DIED FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5251,HMIS,DHIS,TO RELASPE DIED MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5252,HMIS,DHIS,TO RELASPE FAILURE FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5253,HMIS,DHIS,TO RELASPE FAILURE MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5254,HMIS,DHIS,TO RELASPE NO EVAL MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5255,HMIS,DHIS,TO RELASPE NO NOTIF MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5256,HMIS,DHIS,TO RELASPE NOEVAL MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5257,HMIS,DHIS,TO RELASPE RX COMPX FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5258,HMIS,DHIS,TO RELASPE RX COMPX MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5259,HMIS,DHIS,TO RELASPE T O FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5260,HMIS,DHIS,TO RELASPE T O MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5261,HMIS,DHIS,TO SM VE CURED FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5262,HMIS,DHIS,TO SM VE CURED MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5263,HMIS,DHIS,TO SM VE FAILURE FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5264,HMIS,DHIS,TO SM VE FAILURE MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5265,HMIS,DHIS,TO SM VE RX COMPX MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5266,HMIS,DHIS,TO SM+VE CURED FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5267,HMIS,DHIS,TO SM+VE CURED MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5268,HMIS,DHIS,TO SM+VE DEFAULT FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5269,HMIS,DHIS,TO SM+VE DEFAULT MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5270,HMIS,DHIS,TO SM+VE DIED FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5271,HMIS,DHIS,TO SM+VE DIED MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5272,HMIS,DHIS,TO SM+VE FAILURE FEMALE,Electronic,District,Y,ART,4,Y,4,,,[4]
5273,HMIS,DHIS,TO SM+VE FAILURE MALE,Electronic,District,Y,ART,4,Y,4,,,[4]
